Chave= dinovo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pac; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dedos; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= monte; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= aprendi; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tenhoo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= marketing; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= agora; Valor= 0; Escore Total= 7.0; Número de vezes em que aparece= 29
Chave= perdendo; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= gambas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pah; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= literalmente; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= speed; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= entregar; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= pai; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 7
Chave= cabelereiro; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dell; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= andersonsilva; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= amado; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vlww; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= materia; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= estuprada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= abraco; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= absolute; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= etc; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= parei; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aniversario; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= caiu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pelada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= acabou; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= tumblr; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= vender; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= fiuk; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vizinha; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= dando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= xperia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= erro; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= barreira; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= transmitir; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= cat; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= seus; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 6
Chave= project; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pessual; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= salouca; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nuss; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chuteira; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= aaaaaaaaaaaaaaaaaaaaah; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fracasso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pau; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= achatada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sabia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= trade; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= bada; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= castiga; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= homme; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fabrica; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= putaaaaaaaagem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= neetentar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= guri; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= malvada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= papeis; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= faria; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= alegre; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= apps; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= androide; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ciume; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= full; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= divertir; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= veenda; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= incentivo; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= premium; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= bomm; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= buscador; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= tafalado; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cheguei; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 4
Chave= tentei; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= polemon; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= twitar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pisando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tablet; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 7
Chave= agenda; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mulher; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= cbf; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= uhuu; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= demi; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= word; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= zuado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= morre; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vezes; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= musicaaa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= trabalhar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pouquinho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= eua; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= leo; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= brilhantes; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gente; Valor= 0; Escore Total= -3.0; Número de vezes em que aparece= 17
Chave= gratuitos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= morri; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= eisonyvtnc; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= entertainment; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pesado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aquele; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= trocar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= rua; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= brasa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sessenta; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ira; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= vezez; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lukes; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= sport; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= uhu; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= proibe; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dems; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= entao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= salve; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= alto; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= away; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pottermore; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= disse; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= cota; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aquela; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= orquestra; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= bone; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= tenha; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= axo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= photo; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 5
Chave= vulnerabilidade; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= skate; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= irmos; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= esperar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= coisa; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 12
Chave= info; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= compreende; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= carteira; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= rolar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gastar; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= mamis; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= corrida; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= forma; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= solucao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= insuportavel; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= calculo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= run; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= disso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= possa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= kart; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= provas; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= xequemate; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= interativafm; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= bebe; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 7
Chave= despedida; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= champions; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 12
Chave= duas; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= galaxy; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 19
Chave= yfc; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= altos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mensais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tenho; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 15
Chave= demaaaaaaaais; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hoje; Valor= 0; Escore Total= 7.0; Número de vezes em que aparece= 28
Chave= todos; Valor= 1; Escore Total= 7.0; Número de vezes em que aparece= 7
Chave= terem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= perguntas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amoor; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= otima; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= site; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 16
Chave= desses; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= enquano; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aqipas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= loucura; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= silicone; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= xinga; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hsauhsuahsuha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= leitura; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= star; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 6
Chave= posso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= litro; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= novembro; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= prefiro; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= kkkkkkkkto; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= espanto; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= deixe; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= leva; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= faltando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= isa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= magazinecuritiba; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= trilha; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= sabendo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= booa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= microcomputador; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= resposta; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= esporte; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= luis; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= multiboot; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= torcedores; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= otimo; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= alunos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= fuderoso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= afff; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= oculos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= hommes; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= mvpbr; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= points; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= complicada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= prefira; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= dragon; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= divulga; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= onca; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= midias; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= totalmente; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= hje; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= homenagens; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= levo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= atleticopr; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= lays; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= enxendo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= divulge; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ladrao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= assombrada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= processa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= kaopela; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lente; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= stype; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= eles; Valor= 0; Escore Total= -3.0; Número de vezes em que aparece= 5
